File_Name,Deformation,C11,C22,C33,C12,C13,C23,C44,C55,C66,C14,C15,C16,C24,C25,C26,C34,C35,C36,C45,C46,C56,Bulk_Modulus,Shear_Modulus,Young_Modulus,Poisson_Ratio
A0_7,"0,000006","256,8","260,6","257,1","155,7","153,9","155,0","143,9","142,7","144,6","0,5","0,2","0,8","0,6","0,1","0,3","1,6","0,1","0,1","0,1","0,0","0,5","189,3","106,9","269,9","0,262"
A0_7,"0,000008","256,8","260,6","257,1","155,7","153,9","155,0","143,9","142,7","144,6","0,5","0,2","0,8","0,6","0,1","0,3","1,6","0,1","0,1","0,1","0,0","0,5","189,3","106,9","269,9","0,262"
A0_8,"0,000001","258,4","258,7","259,4","154,6","156,0","156,2","144,6","144,4","143,0","0,0","-1,0","-1,1","-0,1","0,2","0,0","-0,9","-0,3","0,4","0,4","0,3","-0,1","190,0","107,0","270,3","0,263"
A0_8,"0,000002","258,4","258,7","259,4","154,6","156,0","156,2","144,6","144,4","143,0","0,0","-1,0","-1,1","-0,1","0,2","0,0","-0,9","-0,3","0,4","0,4","0,3","-0,1","190,0","107,0","270,3","0,263"
A0_8,"0,000004","258,4","258,7","259,4","154,6","156,0","156,2","144,6","144,4","143,0","0,0","-1,0","-1,1","-0,1","0,2","0,0","-0,9","-0,3","0,4","0,4","0,3","-0,1","190,0","107,0","270,3","0,263"
A0_8,"0,000006","258,4","258,7","259,4","154,6","156,0","156,2","144,6","144,4","143,0","0,0","-1,0","-1,1","-0,1","0,2","0,0","-0,9","-0,3","0,4","0,4","0,3","-0,1","190,0","107,0","270,3","0,263"
A0_8,"0,000008","258,4","258,7","259,4","154,6","156,0","156,2","144,6","144,4","143,0","0,0","-1,0","-1,1","-0,1","0,2","0,0","-0,9","-0,3","0,4","0,4","0,3","-0,1","190,0","107,0","270,3","0,263"
A0_9,"0,000001","257,6","259,9","260,6","155,5","154,4","155,5","144,3","143,3","144,4","0,2","-0,2","0,1","-0,1","-0,4","0,6","0,5","-0,7","0,5","0,5","-0,3","0,2","189,9","107,3","270,8","0,262"
A0_9,"0,000002","257,6","259,9","260,6","155,5","154,4","155,5","144,3","143,3","144,4","0,2","-0,2","0,1","-0,1","-0,4","0,6","0,5","-0,7","0,5","0,5","-0,3","0,2","189,9","107,3","270,8","0,262"
A0_9,"0,000004","257,6","259,9","260,6","155,5","154,4","155,5","144,3","143,3","144,4","0,2","-0,2","0,1","-0,1","-0,4","0,6","0,5","-0,7","0,5","0,5","-0,3","0,2","189,9","107,3","270,8","0,262"
A0_9,"0,000006","257,6","259,9","260,6","155,5","154,4","155,5","144,3","143,3","144,4","0,2","-0,2","0,1","-0,1","-0,4","0,6","0,5","-0,7","0,5","0,5","-0,3","0,2","189,9","107,3","270,8","0,262"
A0_9,"0,000008","257,6","259,9","260,6","155,5","154,4","155,5","144,3","143,3","144,4","0,2","-0,2","0,1","-0,1","-0,4","0,6","0,5","-0,7","0,5","0,5","-0,3","0,2","189,9","107,3","270,8","0,262"
average,,"256,2","256,9","256,6","154,2","154,2","154,6","143,4","142,9","142,9","-0,1","-0,1","-0,2","-0,3","-0,1","-0,1","0,1","-0,1","-0,1","-0,1","-0,1","-0,1","188,4","106,3","268,4","0,263"
stdev,,"2,1","2,8","2,0","1,0","1,6","1,1","0,9","1,4","1,0","0,3","0,6","0,7","0,7","0,3","1,1","0,9","0,7","0,5","0,5","0,2","0,3","1,3","0,7","1,7","0,000"
